"Siri-Ara","Iluminura Filmes (www.iluminurafilmes.com.br)",,"Cioran é um mestiço brasileiro que, depois do exílio na França, resolve voltar ao sertão, em busca da sua origem e da história do seu povo. Por guia, ele toma a figura misteriosa de uma velha índia. O destino de Cioran, que vive um novo exílio na nação real/imaginada, cruza com os guerreiros do reisado e os índios da banda de pífanos, grupos de folguedos dramáticos populares que vagam pelo sertão. Os conflitos entre o Reisado e a banda de pífanos nos remetem à tragédia fundadora do Ceará; quando Dom Pero Coelho, no ano de 1603, em busca do Eldorado, encontra a guerra, a peste, a fome e a loucura. O filme é uma reflexão sobre os encontros e desencontros dos ""mundos"" que marcam a invenção da nação brasileira.",1:30:00,"Rosemberg Cariry",2008,"Adilson Magah, Everaldo Pontes, Erotilde Honório, Juliana Carvalho, Richele Viana",,,,,,"Drama","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"4/fevereiro/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,"EloCinemaLatino/2009/august/iluminura/siri-ara",,"Petrus",,"iluminurafilmes@uol.com.br","ELOAV","Andre / Leandro"
"69 - Praça da Luz","Joana Galvão","O melhor dos selecionados é o último filme, 69 - Praça da Luz, sobre um grupo de prostitutas mais velhas que andam pelas ruas de São Paulo, resenha do Festival de Cinema Latino de Toronto; ""69- Praça da Luz retrata com delicadeza o que, aos olhos comuns, parece inacreditável..."" resenha do 15º Festival Mix Brasil 2007; premiado no Festival do Rio 2008, Festival Mix Brasil 2007, Lisbon Gay and Lesbian Film Festival 2008 e no Vale Curtas 2008.","Um documentário que aborda a história de prostitutas de idade avançada que ganham a vida na Praça da Luz, em São Paulo. Relatos divertidos e inusitados, além de depoimentos dramáticos de cinco mulheres que revelam em detalhes suas experiências em todos esses anos de profissão.",0:21:00,"Carolina Markowicz e Joana Galvão",2007,,,,,,,"Documentário","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"29/junho/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,"Volumes/BACKUP\ ELO2/VIDEOS\ MASTER/elo/march/cinema/joana_galvao/69_praca_da_luz/69_praca_da_luz.m4v ",,"2010/march/joana_galvao/69_praca_da_luz.m4v",,,,,"ELOAV","Andre / Leandro"
"Luchador","Juliano Luccas (http://www.julianoluccas.com)",,"O universo das lutas clandestinas, os chefões poderosos e excêntricos, os lutadores ferozes e determinados, as mulheres misteriosas, singelas e fatais, o dinheiro, as apostas, o poder, a traição, a solidão.  Quanto vale uma vida?
“Luchador”  é um filme que tenta reunir os países de língua hispânica e o Brasil em torno de uma característica em comum: a latinidade, que simboliza uma alma fervilhante, orgulhosa de suas raízes, passional, guerreira e que luta a qualquer custo. ",0:26:00,"Juliano Luccas",2008,,,,,,,"ficção","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,,,"digital+tradicional",50%,,,,,,,,,,,,,,,,"Volumes/BACKUP\ ELO2/VIDEOS\ MASTER/elo/march/cinema/juliano_luccas/luchador/luchador.m4v ",,"2010/march/juliano_luccas/luchador/luchador.m4v",,,,,"ELOAV","Andre / Leandro"
"Spectaculum","Juliano Luccas (http://www.julianoluccas.com)",,"Lupa é um homem solitário e cheio de manias que busca reviver seu passado perdido nas memórias. Lupa é como todos nós: tem um lado ridículo, torto, puro. Isso é que nos torna humanos. Ele é um espelho onde o homem se reflete de maneira grotesca e deformada. É a sombra. Spectaculum é um filme sobre a busca pela inocência, pela ingenuidade.",0:15:00,"Juliano Luccas",2009,,,,,,,"Drama","curta","2º Festival Paulínia de Cinema: Melhor Filme e Melhor Fotografia; 7º Festival Guaçuano de Vídeo: Melhor Filme e Melhor Ator; Cine Grandes Curtas 2009: Melhor direção de arte; 6º Festival de Cinema de Maringá: Melhor figurino",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,,,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,,,,,,"ELOAV","Andre / Leandro"
"Bicho","Tapa",,"Carlos adora os animais, mas sua mãe os odeia. Ela sempre dá um jeito de se livrar deles. Agora, ele encontrou um bicho diferente e, dessa vez, a história irá terminar de outra maneira.",0:14:00,"Vitor Brandt",2008,,,,,,,"infantil/família","curta","Prêmios: 
- 3ª edição da Mostra Curta Fantástico (Prêmio de melhor curta-metragem de fantasia)
- 15º Vitória Cinema e Video (Prêmio Porta-Curtas)
- Mosca 5 – Mostra Audiovisual de Cambuquira (Melhor Ficção e Melhor Curta infanto-Juvenil pelo Júri Popular)",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"27/julho/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,"Volumes/BACKUP\ ELO2/VIDEOS\ MASTER/elo/march/cinema/tapa/bicho/bicho.m4v ",,"2010/march/tapa/bicho/bicho.m4v",,,,,"ELOAV","Andre / Leandro"
"O que a gente escolhe",,,,0:15:00,"Rubens Crispim Jr",2009,,,,,,,,"curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"10/agosto/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,,,,,,"ELOAV","Andre / Leandro"
"Os 400 golpes",,"O Filme foi premiado no ""Projeto 48"" da TNT","400 Golpes se concentra em um triângulo amoroso. Amanda sofre um abuso sexual de Ric, que é o namorado de Vitória, sua melhor amiga. Para se vingar de Ric, Amanda vai até o Vegas, onde ele dá uma festa. Vitória também vai até lá para se vingar do namorado e da amiga. O enredo faz recuos no tempo e se passa em três atos, o que dá ao espectador o ponto de vista de cada personagem da trama.",0:14:00,"Rubens Crispim Jr",2006,,,,,,,"ficção","curta","O Filme foi premiado no ""Projeto 48"" da TNT",,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"10/agosto/14",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,,,,,,"ELOAV","Andre / Leandro"
"Romance.38",,,"Romance 38 conta história de um sujeito que vive envolto pelo universo de seus contos de ficção. A primeira cena do filme, cheia de planos detalhes, mostra um embate entre o protagonista e um outro homem, em um banheiro imundo. O outro homem termina morto, com a cabeça dependurada no mictório. A cena acaba e o filme passa a mostrar a vida normal de Jorge, ele jantando com a namorada, ele no bar com o amigo. Mas Jorge está sempre com seu caderno à mão escrevendo suas histórias cheias de sangue e violência. Até o momento em que ficção e realidade se confundem, e Jorge tem que encanar seu personagem para lutar contra seu inimigo.",0:14:41," VITOR BRANDT,
VINÍCIUS CASIMIRO.",2008,,,,,,,"drama","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"21/agosto/15",,"digital+tradicional",50%,,,,,,,,,,,,,,,,,,,,,,,"Luciana","Andre / Leandro"
"molecagem - documentario","NCA CAMPINAS",,"DOCUMENTÁRIO QUE DESVENDA A ORIGEM E SITUAÇÃO ATUAL 
DASBRINCADEIRAS POPULARES INFANTIS. UM REPORTER-MULEQUE BRINCA COM 
MENINOS DE RUA E ENTREVISTA PERSONAGENS DO CENÁRIO BRASILEIRO, EM BUS- 
CA DESSAS RESPOSTAS . ",0:46:07,"MAURÍCIO SQUARISI ",1995,,,,,,,"documentário","média",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,,,"digital",50%,,,,,,,,,,,,,,,,,,,,,,,"Daniela","Andre / Leandro"
"Salto Alto","FLORA (http://www.florafilmes.com)",,"Os sentidos e significados do Carnaval Carioca são demonstrados
em imagens, movimentos, múltiplas linguagens, depoimentos
e comportamentos de quem vive e se alimenta da cultura carnavalesca.
O documentário, independente, contém imagens inéditas de D. Neuma
da Mangueira em sua casa, gravadas na semana anterior do Carnaval Carioca de 2000.

“Salto Alto” tem o olhar feminino de quem participa, realiza e se alimenta de uma das maiores manifestações culturais do Brasil, o Carnaval do Rio de Janeiro.",0:18:00,"Carolina Paiva",2000,"D. Neuma
D.Zica
D. Mocinha
Geovana (1º Porta Bandeira da Mangueira)",,,,,,"documentário","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"24/maio/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/flora filmes/COLETANEA",,"EloCinemaLatino/2009/august/flora/SALTO ALTO",,"Carolina",,"carolina@florafilmes.com","Rubia","Andre / Leandro"
"Mangueira por ela mesma","FLORA (http://www.florafilmes.com)",,"A comunidade Mangueirense vista pelo seu próprio olhar",0:14:45,"Carolina Paiva",1996,"D. Neuma da Mangueira; D. Zica",,,,,,"documentário","curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"24/maio/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/flora filmes/COLETANEA",,"EloCinemaLatino/2009/august/flora/MANGUEIRA POR ELA MESMA",,"Carolina",,"carolina@florafilmes.com","Rubia","Andre / Leandro"
"Outros olhos","FLORA (http://www.florafilmes.com)","New York International Independent Film an Video Festival (ano 2001)
XX Jornada Internacional de Cinema da Bahia (ano 2002)
Mostra o Seu que eu Mostro o Meu – MAM RJ (ano 2002)
III Jornada Fluminense de Cultura (ano 2002)
Festival de Filmes Digitais do Amazonas (ano 2003)","As comunidades carentes, do Rio de Janeiro, identificadas como educação e cultura para o aprendizado e descoberta da metrópole, embaladas pelo ritmo funk. O questionamento e olhar decisivo do povo em relação a sua necessidade de dançar e se expressar através da música funk brasileira.",0:30:00,"Carolina Paiva",2001,,,,,,,"documentário","média",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"24/maio/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/flora filmes/COLETANEA",,"EloCinemaLatino/2009/august/flora/OUTROS OLHOS",,"Carolina",,"carolina@florafilmes.com","Rubia","Andre / Leandro"
"Foliar","FLORA (http://www.florafilmes.com)","“Foliar” foi exibido, num grande telão, em dois circuitos, todos os dias, no carnaval de Salvador, na praça Castro Alves e no Farol da Barra – Ano 2002. Mostra o Seu que eu Mostro o meu – Mam/ RJ – Ano 2002. III Jornada Fluminense de Cultura","Foliar, andando em folias num carnaval da Bahia. Documentário, sobre a festa carnaval em Salvador. A música baiana se transforma num grande espetáculo popular de construção da cidadania brasileira. A poesia do corpo dá o tom ao ritmo envolvente e enlouquecedor da música carnavalesca. Com várias locações inusitadas, como periferias e bairros nobres, o filme contém diversos personagens comuns, em seu cotidiano, até chegar na folia. Foram documentados os diferentes olhares de quem participa, realiza e se alimenta desta prática festiva. ",0:33:07,"Carolina Paiva",2002,"Paula Massarenti, Cristina Massarenti, Clodoaldo Santos Vidal, Alexandre Mendonça, Foliões, trios, Expresso 2222, Pinel, blocos, Ileayê, Malê Debalê, Olodum, Timbalada, Filhos de Gandhy.",,,,,,"documentário","média",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"24/maio/12",,"digital+tradicional",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/flora filmes/COLETANEA",,"EloCinemaLatino/2009/august/flora/FOLIAR",,"Carolina",,"carolina@florafilmes.com","Rubia","Andre / Leandro"
"Chame Gente - A História do Trio Elétrico","MINI KERTI",,"a festa carnaval em Salvador. A música baiana se transforma num grande espetáculo popular de construção da cidadania brasileira.",1:00:29,"Mini Kerti",2002,"Armandinho, Carlinhos Brown, Dorival Caymmi, Dodô, Gilberto Gil, Moraes Moreira, Osmar, Caetano Veloso",,,,,,"documentário","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,,"8/maio/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/cinema/MINI KERTI/CHAME GENTE",,"EloCinemaLatino/2009/august/Mini Kerti/CHAME GENTE",,"Mini Kerti ",,"minikerti@terra.com.br","Leandro","Andre / Leandro"
"Um Craque Chamado Divino","Penna Filho Produções",,"“Um Craque Chamado Divino” é um documentário de longa-metragem sobre Ademir da Guia, um dos mais expressivos nomes do futebol brasileiro e maior ídolo da história do Palmeiras, um dos cinco clubes mais populares do Brasil.
Considerado um “artista da bola, por seu futebol refinado e elegante, Ademir fêz história nos anos 60 e 70. Apesar da sua qualidade, foi sistematicamente ignorado pelos técnicos da seleção brasileira de futebol.
O filme resgata a sua história a partir de amplo material audiovisual, com destaque para lances antológicos recuperados de arquivos de filmes de cinema e de televisão.
",1:21:00,"Penna Filho",2006,,,,,,,"Documentário","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,10/3/2010,"2/março/2015",,"digital+tradicional",50%,"Apenas para o exterior, até 2013",,,,,,,,,,,,,,,,,,,,,,,"Andre/Felipe"
"Doce de Coco","Penna Filho Produções",,"Madalena, uma sacoleira que vende roupa a domicílio “informalmente”, e seu marido, Santinho, um artesão sacro e ex-militante contra a ditadura militar, lutam bravamente pela sobrevivência da família, sem perder a esperança de dias melhores. Para driblar sua difícil situação financeira, o jeito é tentar a sorte nas loterias, até surgir um sonho fantástico: a existência de um tesouro enterrado no cemitério da pequena e imaginária cidade de Fartura.
Linhas tênues separam o que é real, sonho e pesadelo, nessa desesperada e engraçada busca ao tesouro.
",1:45:00,"Penna Filho",2009,,,,,,,"Drama","longa",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=1","http://www.elocompany.com/elochannels/blog.php?ID=1","http://www.elocompany.com/elochannels/comunidade.php?ID=1","http://www.elocompany.com/elochannels/chat1.php?ID=1",,,10/3/2010,"25/2/2015",,"digital+tradicional",50,"fechado",,,,,,,,,,,,,,,,,,,,,,,
"O Móbile: Admiração","Lilian Werneck",,"Uma história de amor entre duas mulheres. Bárbara Oliveira (Stefane Ribeiro) é uma artista plástica que tem como inspiração maior as interpretações de Nina Maya (Nadja Dulci), uma atriz, que procura nas obras de Bárbara a essência de suas personagens. Quando finalmente se conhecem, Bárbara e Nina apaixonam-se loucamente e vivem um amor intenso e forte. Uma admiração que se transforma em um difícil dilema: o amor ou a arte?",0:25,"Lilian Werneck",2009,"Nadja Dulci
Stefane Ribeiro
Daniela Durante
Giovane Machado
",,,,,,"Drama, Ficção, homossexualidade feminina",,"• Festival de Inverno de Ouro Preto e Mariana 2009 – Julho/09
• 17 Festival de Cinema Mix Brasil de Diversidades Sexuais (17th Mix Brasil Film Festival of Sexual Diversity) – Novembro/2009 – São Paulo
• Primeiro Plano 2009 - Festival de Cinema de Juiz de Fora e Mercocidades
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A Voz da Felicidade","Cinematográfica Pampeana",,"Programa de Televisão gera efeitos inesperados em pacata dona de casa.",0:10:20,"Nelson Nadotti",1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A Hora da Verdade","Cinematográfica Pampeana",,"A vida nua e crua nas ondas do rádio",0:14:53,"Henrique de Freitas ",1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Macaco e o Candidato","Cinematográfica Pampeana",,"Numa eleição municipal, o macaco Alex se transforma na estrela do pleito",0:12:32,"Henrique de Freitas ",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
